國立臺灣師範大學,地理學系,30 臺北市,310,國x1.00 英x1.25 數乙x1.00 歷x1.00 地x1.50,421.9,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,東亞學系,30 臺北市,202,None,None,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,圖文傳播學系,30 臺北市,191,國x1.25 英x1.25 數甲x1.00 物x1.00 化x1.00,352.85,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,企業管理學系,30 臺北市,253,國x1.50 英x2.00 數乙x2.00,433.5,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,生命科學系,30 臺北市,246,國x1.00 英x1.25 數甲x1.00 化x1.25 生x1.50,417.43,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,化學系,30 臺北市,329,國x1.00 英x1.25 數甲x1.00 物x1.50 化x1.75,448.75,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,地球科學系,30 臺北市,150,英x1.00 數甲x2.00 物x2.00 化x1.50,418.35,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,物理學系,30 臺北市,273,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,338.8,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,數學系,30 臺北市,385,國x1.00 英x1.00 數甲x2.00 物x1.50 化x1.00,414.2,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,電機工程學系,30 臺北市,196,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,446.1,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,資訊工程學系,30 臺北市,202,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,344.7,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,機電工程學系,30 臺北市,227,國x1.00 英x1.50 數甲x2.00 物x2.00 化x1.00,507.5,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,運動競技學系,30 臺北市,280,None,None,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立成功大學,工業設計學系,21 臺南市,214,國x1.00 英x1.50 數甲x1.00 物x1.50 化x1.00,437,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,歷史學系,21 臺南市,249,國x1.25 英x1.25 歷x1.50 地x1.00,367.63,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,外國語文學系,21 臺南市,274,國x1.50 英x2.00 數乙x1.00 歷x1.00 地x1.00,487.5,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,台灣文學系,21 臺南市,185,國x2.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,496.2,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,中國文學系,21 臺南市,241,國x1.50 英x1.00 數乙x1.00 歷x1.00 地x1.00,399.3,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,經濟學系,21 臺南市,269,國x1.50 英x2.00 數乙x2.00,439.15,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,政治學系,21 臺南市,243,國x1.25 英x1.25 數乙x1.00 歷x1.00 公x1.00,408.7,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,心理學系,21 臺南市,268,國x1.00 英x1.50 數甲x1.50 化x1.00 生x1.00,436.25,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,會計學系,21 臺南市,274,國x1.00 英x2.00 數乙x2.00 歷x1.00 地x1.00,548.5,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,企業管理學系,21 臺南市,254,國x1.00 英x1.00 數乙x1.00,235.9,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,工業與資訊管理學系,21 臺南市,250,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,356,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,法律學系,21 臺南市,282,國x1.00 英x1.00 數乙x1.00 歷x1.00 公x1.00,385.7,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,生命科學系,21 臺南市,199,英x1.25 數甲x1.00 物x1.00 化x1.50 生x1.50,465.43,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,生物科技與產業科學系,21 臺南市,103,英x1.25 數甲x1.00 物x1.00 化x1.50 生x1.50,459.58,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,化學系,21 臺南市,247,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.50,402.6,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,地球科學系,21 臺南市,163,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,343,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,物理學系,21 臺南市,216,None,None,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,數學系,21 臺南市,201,英x1.50 數甲x2.00 物x1.50,366.45,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,統計學系,21 臺南市,238,國x1.00 英x1.50 數甲x1.50,285.35,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,資訊工程學系,21 臺南市,460,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,375.2,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,化學工程學系,21 臺南市,572,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,364.5,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,材料科學及工程學系,21 臺南市,337,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,373.4,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,環境工程學系,21 臺南市,226,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,350.7,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,水利及海洋工程學系,21 臺南市,205,國x1.00 英x1.25 數甲x1.75 物x1.50 化x1.00,451.7,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,能源國際學士學位學程,21 臺南市,127,None,None,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,電機工程學系,21 臺南市,644,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,394.1,http://course-query.acad.ncku.edu.tw/qry/
國立成功大學,光電科學與工程學系,21 臺南市,201,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,371,http://course-query.acad.ncku.edu.tw/qry/
